"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"458","al",1,2,"Turkish",0.000561167227833895,6,6
"459","ıkonulanamaz",1,12,"Turkish",0.000561167227833895,9,6
"460","ürülemez",1,8,"Turkish",0.000561167227833895,3,6
"461","vecibelerinin",1,13,"Turkish",0.000561167227833895,4,6
"462","cezai",1,5,"Turkish",0.000561167227833895,7,6
"463","mahiyette",1,9,"Turkish",0.000561167227833895,7,6
"464","isnad",1,5,"Turkish",0.000561167227833895,9,6
"465","tespitinde",1,10,"Turkish",0.000561167227833895,3,6
"466","davas",1,5,"Turkish",0.000561167227833895,8,6
"467","bağı",1,4,"Turkish",0.000561167227833895,6,6
"468","msız",1,4,"Turkish",0.000561167227833895,6,6
"469","tarafs",1,6,"Turkish",0.000561167227833895,7,6
"470","mahkeme",1,7,"Turkish",0.000561167227833895,9,6
"471","örülmesi",1,8,"Turkish",0.000561167227833895,9,6
"472","sahiptir",1,8,"Turkish",0.000561167227833895,15,6
"473","işlemekten",1,10,"Turkish",0.000561167227833895,5,6
"474","san",1,3,"Turkish",0.000561167227833895,4,6
"475","savunmas",1,8,"Turkish",0.000561167227833895,5,6
"476","tertibat",1,8,"Turkish",0.000561167227833895,5,6
"477","sağlanm",1,7,"Turkish",0.000561167227833895,7,6
"478","açık",1,4,"Turkish",0.000561167227833895,5,6
"479","yarg",1,4,"Turkish",0.000561167227833895,2,6
"480","ılama",1,5,"Turkish",0.000561167227833895,5,6
"481","kanunen",1,7,"Turkish",0.000561167227833895,6,6
"482","çlu",1,3,"Turkish",0.000561167227833895,7,6
"483","olduğu",1,6,"Turkish",0.000561167227833895,10,6
"484","tespit",1,6,"Turkish",0.000561167227833895,4,7
"485","edilmedik",1,9,"Turkish",0.000561167227833895,5,7
"486","masum",1,5,"Turkish",0.000561167227833895,7,7
"487","say",1,3,"Turkish",0.000561167227833895,10,7
"488","şlendikleri",1,11,"Turkish",0.000561167227833895,5,7
"489","ırada",1,5,"Turkish",0.000561167227833895,5,7
"490","hukuka",1,6,"Turkish",0.000561167227833895,7,7
"491","öre",1,3,"Turkish",0.000561167227833895,3,7
"492","teşkil",1,6,"Turkish",0.000561167227833895,10,7
"493","etmeyen",1,7,"Turkish",0.000561167227833895,2,7
"494","fiillerden",1,10,"Turkish",0.000561167227833895,5,7
"495","ihmallerden",1,11,"Turkish",0.000561167227833895,6,7
"496","mahkum",1,6,"Turkish",0.000561167227833895,9,7
"497","bunun",1,5,"Turkish",0.000561167227833895,1,7
"498","gibi",1,4,"Turkish",0.000561167227833895,4,7
"499","suçun",1,5,"Turkish",0.000561167227833895,7,7
"500","şlendi",1,6,"Turkish",0.000561167227833895,3,7
"501","sırada",1,6,"Turkish",0.000561167227833895,5,7
"502","uygulanabilecek",1,15,"Turkish",0.000561167227833895,2,7
"503","cezadan",1,7,"Turkish",0.000561167227833895,11,7
"504","şiddetli",1,8,"Turkish",0.000561167227833895,7,7
"505","ceza",1,4,"Turkish",0.000561167227833895,6,7
"506","verilemez",1,9,"Turkish",0.000561167227833895,7,7
"507","meskeni",1,7,"Turkish",0.000561167227833895,11,7
"508","yaz",1,3,"Turkish",0.000561167227833895,17,7
"509","ışması",1,6,"Turkish",0.000561167227833895,9,7
"510","hususlar",1,8,"Turkish",0.000561167227833895,4,7
"511","karışmalara",1,11,"Turkish",0.000561167227833895,5,7
"512","şeref",1,5,"Turkish",0.000561167227833895,4,7
"513","şöhretine",1,9,"Turkish",0.000561167227833895,5,7
"514","maruz",1,5,"Turkish",0.000561167227833895,7,7
"515","ırakılamaz",1,10,"Turkish",0.000561167227833895,5,7
"516","karışma",1,7,"Turkish",0.000561167227833895,9,7
"517","dahilinde",1,9,"Turkish",0.000561167227833895,7,7
"518","dola",1,4,"Turkish",0.000561167227833895,12,7
"519","şma",1,3,"Turkish",0.000561167227833895,6,7
"520","yerleşme",1,8,"Turkish",0.000561167227833895,9,7
"521","kendi",1,5,"Turkish",0.000561167227833895,6,7
"522","terketmek",1,9,"Turkish",0.000561167227833895,2,7
"523","memleketine",1,11,"Turkish",0.000561167227833895,8,7
"524","önmek",1,5,"Turkish",0.000561167227833895,5,7
"525","sında",1,5,"Turkish",0.000561167227833895,8,7
"526","memleketlerden",1,14,"Turkish",0.000561167227833895,7,7
"527","kabulü",1,6,"Turkish",0.000561167227833895,8,7
"528","talep",1,5,"Turkish",0.000561167227833895,6,7
"529","memleketler",1,11,"Turkish",0.000561167227833895,12,7
"530","muamelesi",1,9,"Turkish",0.000561167227833895,5,7
"531","örmek",1,5,"Turkish",0.000561167227833895,8,7
"532","adi",1,3,"Turkish",0.000561167227833895,6,7
"533","c",1,1,"Turkish",0.000561167227833895,2,7
"534","ürüme",1,5,"Turkish",0.000561167227833895,11,7
"535","Birleş",1,6,"Turkish",0.000561167227833895,7,7
"536","miş",1,3,"Turkish",0.000561167227833895,5,7
"537","prensip",1,7,"Turkish",0.000561167227833895,6,7
"538","amaçlarına",1,10,"Turkish",0.000561167227833895,8,7
"539","faaliyetlere",1,12,"Turkish",0.000561167227833895,5,7
"540","üstenit",1,7,"Turkish",0.000561167227833895,5,7
"541","kovu",1,4,"Turkish",0.000561167227833895,3,7
"542","şturmalar",1,9,"Turkish",0.000561167227833895,2,7
"543","halinde",1,7,"Turkish",0.000561167227833895,7,7
"544","ileri",1,5,"Turkish",0.000561167227833895,7,7
"545","sürülemez",1,9,"Turkish",0.000561167227833895,14,7
"546","uyruklu",1,7,"Turkish",0.000561167227833895,4,7
"547","ğundan",1,6,"Turkish",0.000561167227833895,4,7
"548","uyrukluğ",1,8,"Turkish",0.000561167227833895,5,7
"549","unu",1,3,"Turkish",0.000561167227833895,2,7
"550","ğiştirmek",1,9,"Turkish",0.000561167227833895,5,7
"551","çağına",1,6,"Turkish",0.000561167227833895,8,7
"552","varan",1,5,"Turkish",0.000561167227833895,9,7
"553","bakı",1,4,"Turkish",0.000561167227833895,3,7
"554","mından",1,6,"Turkish",0.000561167227833895,5,7
"555","ısıtlamaya",1,10,"Turkish",0.000561167227833895,11,7
"556","olmaksı",1,7,"Turkish",0.000561167227833895,4,7
"557","zın",1,3,"Turkish",0.000561167227833895,5,7
"558","evlenmek",1,8,"Turkish",0.000561167227833895,3,7
"559","kurmak",1,6,"Turkish",0.000561167227833895,4,7
"560","konusunda",1,9,"Turkish",0.000561167227833895,3,7
"561","sü",1,2,"Turkish",0.000561167227833895,10,7
"562","resince",1,7,"Turkish",0.000561167227833895,3,7
"563","evliliğin",1,9,"Turkish",0.000561167227833895,8,7
"564","sona",1,4,"Turkish",0.000561167227833895,5,7
"565","ermesinde",1,9,"Turkish",0.000561167227833895,11,7
"566","akdi",1,4,"Turkish",0.000561167227833895,8,7
"567","üstakbel",1,8,"Turkish",0.000561167227833895,2,7
"568","şlerin",1,6,"Turkish",0.000561167227833895,12,7
"569","ızasıyla",1,8,"Turkish",0.000561167227833895,4,7
"570","tabii",1,5,"Turkish",0.000561167227833895,15,7
"571","unsurudur",1,9,"Turkish",0.000561167227833895,3,7
"572","cemiyet",1,7,"Turkish",0.000561167227833895,4,7
"573","devlet",1,6,"Turkish",0.000561167227833895,8,7
"574","korunmak",1,8,"Turkish",0.000561167227833895,4,7
"575","birlikte",1,8,"Turkish",0.000561167227833895,4,7
"576","ülk",1,3,"Turkish",0.000561167227833895,9,7
"577","sahibi",1,6,"Turkish",0.000561167227833895,8,7
"578","lkünden",1,7,"Turkish",0.000561167227833895,4,7
"579","vicdan",1,6,"Turkish",0.000561167227833895,4,7
"580","kanaat",1,6,"Turkish",0.000561167227833895,2,7
"581","değiştirmek",1,11,"Turkish",0.000561167227833895,9,7
"582","ürriyeti",1,8,"Turkish",0.000561167227833895,12,7
"583","dinini",1,6,"Turkish",0.000561167227833895,3,7
"584","kanaatini",1,9,"Turkish",0.000561167227833895,6,7
"585","topluca",1,7,"Turkish",0.000561167227833895,6,7
"586","tatbikat",1,8,"Turkish",0.000561167227833895,6,7
"587","ibadet",1,6,"Turkish",0.000561167227833895,2,7
"588","ayinlerle",1,9,"Turkish",0.000561167227833895,5,8
"589","izhar",1,5,"Turkish",0.000561167227833895,2,8
"590","ürriyetini",1,10,"Turkish",0.000561167227833895,4,8
"591","fikirlerini",1,11,"Turkish",0.000561167227833895,2,8
"592","çıklamak",1,8,"Turkish",0.000561167227833895,9,8
"593","fikirlerinden",1,13,"Turkish",0.000561167227833895,6,8
"594","rahats",1,6,"Turkish",0.000561167227833895,5,8
"595","edilmemek",1,9,"Turkish",0.000561167227833895,7,8
"596","mevzubahis",1,10,"Turkish",0.000561167227833895,6,8
"597","olmaks",1,6,"Turkish",0.000561167227833895,7,8
"598","ızın",1,4,"Turkish",0.000561167227833895,8,8
"599","ümat",1,4,"Turkish",0.000561167227833895,7,8
"600","fikirleri",1,9,"Turkish",0.000561167227833895,5,8
"601","vası",1,4,"Turkish",0.000561167227833895,8,8
"602","ta",1,2,"Turkish",0.000561167227833895,10,8
"603","aramak",1,6,"Turkish",0.000561167227833895,4,8
"604","elde",1,4,"Turkish",0.000561167227833895,9,8
"605","yaymak",1,6,"Turkish",0.000561167227833895,5,8
"606","saldı",1,5,"Turkish",0.000561167227833895,4,8
"607","rısız",1,5,"Turkish",0.000561167227833895,8,8
"608","toplanma",1,8,"Turkish",0.000561167227833895,9,8
"609","dernek",1,6,"Turkish",0.000561167227833895,6,8
"610","kurma",1,5,"Turkish",0.000561167227833895,2,8
"611","ılma",1,4,"Turkish",0.000561167227833895,3,8
"612","serbestisine",1,12,"Turkish",0.000561167227833895,6,8
"613","maliktir",1,8,"Turkish",0.000561167227833895,6,8
"614","mensup",1,6,"Turkish",0.000561167227833895,2,8
"615","olmaya",1,6,"Turkish",0.000561167227833895,11,8
"616","zorlanamaz",1,10,"Turkish",0.000561167227833895,11,8
"617","ğrudan",1,6,"Turkish",0.000561167227833895,3,8
"618","ğruya",1,5,"Turkish",0.000561167227833895,5,8
"619","seçilmi",1,7,"Turkish",0.000561167227833895,14,8
"620","temsilciler",1,11,"Turkish",0.000561167227833895,7,8
"621","vasıtasıyla",1,11,"Turkish",0.000561167227833895,6,8
"622","şleri",1,5,"Turkish",0.000561167227833895,5,8
"623","önetimine",1,9,"Turkish",0.000561167227833895,3,8
"624","hizmetlerine",1,12,"Turkish",0.000561167227833895,6,8
"625","girme",1,5,"Turkish",0.000561167227833895,14,8
"626","halk",1,4,"Turkish",0.000561167227833895,6,8
"627","otoritesinin",1,12,"Turkish",0.000561167227833895,8,8
"628","esas",1,4,"Turkish",0.000561167227833895,5,8
"629","irade",1,5,"Turkish",0.000561167227833895,6,8
"630","gizli",1,5,"Turkish",0.000561167227833895,8,8
"631","serbestli",1,9,"Turkish",0.000561167227833895,11,8
"632","layacak",1,7,"Turkish",0.000561167227833895,8,8
"633","muadil",1,6,"Turkish",0.000561167227833895,2,8
"634","usul",1,4,"Turkish",0.000561167227833895,4,8
"635","cereyan",1,7,"Turkish",0.000561167227833895,7,8
"636","oy",1,2,"Turkish",0.000561167227833895,4,8
"637","verme",1,5,"Turkish",0.000561167227833895,2,8
"638","devri",1,5,"Turkish",0.000561167227833895,7,8
"639","ürüst",1,5,"Turkish",0.000561167227833895,10,8
"640","se",1,2,"Turkish",0.000561167227833895,14,8
"641","çimlerle",1,8,"Turkish",0.000561167227833895,4,8
"642","ifade",1,5,"Turkish",0.000561167227833895,6,8
"643","edilir",1,6,"Turkish",0.000561167227833895,2,8
"644","üyesi",1,5,"Turkish",0.000561167227833895,6,8
"645","itibariyle",1,10,"Turkish",0.000561167227833895,9,8
"646","haysiyeti",1,9,"Turkish",0.000561167227833895,12,8
"647","geliş",1,5,"Turkish",0.000561167227833895,7,8
"648","mesi",1,4,"Turkish",0.000561167227833895,7,8
"649","zaruri",1,6,"Turkish",0.000561167227833895,7,8
"650","ekonomik",1,8,"Turkish",0.000561167227833895,7,8
"651","kü",1,2,"Turkish",0.000561167227833895,7,8
"652","ltürel",1,6,"Turkish",0.000561167227833895,7,8
"653","şkilatı",1,7,"Turkish",0.000561167227833895,4,8
"654","kaynaklar",1,9,"Turkish",0.000561167227833895,6,8
"655","ütenasip",1,8,"Turkish",0.000561167227833895,3,8
"656","çekle",1,5,"Turkish",0.000561167227833895,1,8
"657","ştirilmesine",1,12,"Turkish",0.000561167227833895,8,8
"658","çalışmaya",1,9,"Turkish",0.000561167227833895,11,8
"659","şini",1,4,"Turkish",0.000561167227833895,7,8
"660","seçmeye",1,7,"Turkish",0.000561167227833895,7,8
"661","şsizlikten",1,10,"Turkish",0.000561167227833895,4,8
"662","iş",1,2,"Turkish",0.000561167227833895,5,8
"663","lığında",1,7,"Turkish",0.000561167227833895,6,8
"664","çalışan",1,7,"Turkish",0.000561167227833895,6,8
"665","kimsenin",1,8,"Turkish",0.000561167227833895,5,9
"666","ailesine",1,8,"Turkish",0.000561167227833895,5,9
"667","insanlı",1,7,"Turkish",0.000561167227833895,7,9
"668","haysiyetine",1,11,"Turkish",0.000561167227833895,3,9
"669","yaşayış",1,7,"Turkish",0.000561167227833895,3,9
"670","sağlayan",1,8,"Turkish",0.000561167227833895,4,9
"671","gerekirse",1,9,"Turkish",0.000561167227833895,9,9
"672","rlü",1,3,"Turkish",0.000561167227833895,3,9
"673","koruma",1,6,"Turkish",0.000561167227833895,4,9
"674","vas",1,3,"Turkish",0.000561167227833895,14,9
"675","ıtalarıyla",1,10,"Turkish",0.000561167227833895,4,9
"676","tamamlanan",1,10,"Turkish",0.000561167227833895,4,9
"677","menfaatlerinin",1,14,"Turkish",0.000561167227833895,9,9
"678","korunmasi",1,9,"Turkish",0.000561167227833895,8,9
"679","sendikalar",1,10,"Turkish",0.000561167227833895,5,9
"680","katılmaya",1,9,"Turkish",0.000561167227833895,7,9
"681","dinlenmeye",1,10,"Turkish",0.000561167227833895,5,9
"682","ğlenmeye",1,8,"Turkish",0.000561167227833895,8,9
"683","bilhassa",1,8,"Turkish",0.000561167227833895,2,9
"684","ddetinin",1,8,"Turkish",0.000561167227833895,5,9
"685","makul",1,5,"Turkish",0.000561167227833895,9,9
"686","sınırland",1,9,"Turkish",0.000561167227833895,8,9
"687","ırılmas",1,7,"Turkish",0.000561167227833895,7,9
"688","muayyen",1,7,"Turkish",0.000561167227833895,5,9
"689","devrelerde",1,10,"Turkish",0.000561167227833895,5,9
"690","ücretli",1,7,"Turkish",0.000561167227833895,7,9
"691","tatillere",1,9,"Turkish",0.000561167227833895,3,9
"692","kendisi",1,7,"Turkish",0.000561167227833895,5,9
"693","yiyecek",1,7,"Turkish",0.000561167227833895,7,9
"694","giyim",1,5,"Turkish",0.000561167227833895,3,9
"695","mesken",1,6,"Turkish",0.000561167227833895,6,9
"696","ıbbi",1,4,"Turkish",0.000561167227833895,9,9
"697","bakım",1,5,"Turkish",0.000561167227833895,5,9
"698","hizmetler",1,9,"Turkish",0.000561167227833895,6,9
"699","üzere",1,5,"Turkish",0.000561167227833895,12,9
"700","sa",1,2,"Turkish",0.000561167227833895,6,9
"701","ğlığı",1,5,"Turkish",0.000561167227833895,5,9
"702","temin",1,5,"Turkish",0.000561167227833895,4,9
"703","seviyesine",1,10,"Turkish",0.000561167227833895,5,9
"704","şsizlik",1,7,"Turkish",0.000561167227833895,11,9
"705","hastal",1,6,"Turkish",0.000561167227833895,8,9
"706","sakatl",1,6,"Turkish",0.000561167227833895,2,9
"707","dulluk",1,6,"Turkish",0.000561167227833895,9,9
"708","ihtiyarl",1,8,"Turkish",0.000561167227833895,7,9
"709","ge",1,2,"Turkish",0.000561167227833895,4,9
"710","çim",1,3,"Turkish",0.000561167227833895,9,9
"711","imk",1,3,"Turkish",0.000561167227833895,4,9
"712","ânlarından",1,10,"Turkish",0.000561167227833895,8,9
"713","ırakacak",1,8,"Turkish",0.000561167227833895,5,9
"714","diğer",1,5,"Turkish",0.000561167227833895,9,9
"715","hallerde",1,8,"Turkish",0.000561167227833895,8,9
"716","çocuk",1,5,"Turkish",0.000561167227833895,3,9
"717","ihtimam",1,7,"Turkish",0.000561167227833895,5,9
"718","yard",1,4,"Turkish",0.000561167227833895,4,9
"719","ım",1,2,"Turkish",0.000561167227833895,7,9
"720","görmek",1,6,"Turkish",0.000561167227833895,4,9
"721","Bü",1,2,"Turkish",0.000561167227833895,6,9
"722","tün",1,3,"Turkish",0.000561167227833895,8,9
"723","ğsunlar",1,7,"Turkish",0.000561167227833895,7,9
"724","ayn",1,3,"Turkish",0.000561167227833895,6,9
"725","korunmadan",1,10,"Turkish",0.000561167227833895,4,10
"726","faydalan",1,8,"Turkish",0.000561167227833895,6,10
"727","ırlar",1,5,"Turkish",0.000561167227833895,4,10
"728","olmazsa",1,7,"Turkish",0.000561167227833895,7,10
"729","ilk",1,3,"Turkish",0.000561167227833895,3,10
"730","safhalar",1,8,"Turkish",0.000561167227833895,11,10
"731","paras",1,5,"Turkish",0.000561167227833895,9,10
"732","ızdır",1,5,"Turkish",0.000561167227833895,7,10
"733","i̇lk",1,4,"Turkish",0.000561167227833895,9,10
"734","mecburidir",1,10,"Turkish",0.000561167227833895,13,10
"735","Teknik",1,6,"Turkish",0.000561167227833895,6,10
"736","mesleki",1,7,"Turkish",0.000561167227833895,4,10
"737","öğretimden",1,10,"Turkish",0.000561167227833895,3,10
"738","edebilmelidir",1,13,"Turkish",0.000561167227833895,7,10
"739","liyakatlerine",1,13,"Turkish",0.000561167227833895,10,10
"740","göre",1,4,"Turkish",0.000561167227833895,4,10
"741","herkese",1,7,"Turkish",0.000561167227833895,11,10
"742","olmal",1,5,"Turkish",0.000561167227833895,7,10
"743","şmesini",1,7,"Turkish",0.000561167227833895,1,10
"744","hürriyetlerine",1,14,"Turkish",0.000561167227833895,1,10
"745","kuvvetlenmesini",1,15,"Turkish",0.000561167227833895,6,10
"746","hedef",1,5,"Turkish",0.000561167227833895,5,10
"747","almal",1,5,"Turkish",0.000561167227833895,7,10
"748","gruplar",1,7,"Turkish",0.000561167227833895,3,10
"749","anlay",1,5,"Turkish",0.000561167227833895,4,10
"750","hoşgörü",1,7,"Turkish",0.000561167227833895,5,10
"751","dostlu",1,6,"Turkish",0.000561167227833895,6,10
"752","etmeli",1,6,"Turkish",0.000561167227833895,7,10
"753","bar",1,3,"Turkish",0.000561167227833895,8,10
"754","ışın",1,4,"Turkish",0.000561167227833895,6,10
"755","idamesi",1,7,"Turkish",0.000561167227833895,6,10
"756","yolundaki",1,9,"Turkish",0.000561167227833895,7,10
"757","çalışmalar",1,10,"Turkish",0.000561167227833895,8,10
"758","geliştirmelidir",1,15,"Turkish",0.000561167227833895,5,10
"759","baba",1,4,"Turkish",0.000561167227833895,6,10
"760","verilecek",1,9,"Turkish",0.000561167227833895,10,10
"761","ğitim",1,5,"Turkish",0.000561167227833895,4,10
"762","rünü",1,4,"Turkish",0.000561167227833895,7,10
"763","seçmek",1,6,"Turkish",0.000561167227833895,5,11
"764","öncelikle",1,9,"Turkish",0.000561167227833895,5,11
"765","haizdirler",1,10,"Turkish",0.000561167227833895,1,11
"766","ğun",1,3,"Turkish",0.000561167227833895,9,11
"767","kültürel",1,8,"Turkish",0.000561167227833895,9,11
"768","faaliyetine",1,11,"Turkish",0.000561167227833895,7,11
"769","üzel",1,4,"Turkish",0.000561167227833895,5,11
"770","sanatlar",1,8,"Turkish",0.000561167227833895,5,11
"771","tatmak",1,6,"Turkish",0.000561167227833895,4,11
"772","ilim",1,4,"Turkish",0.000561167227833895,9,11
"773","sahas",1,5,"Turkish",0.000561167227833895,5,11
"774","ilerleyi",1,8,"Turkish",0.000561167227833895,7,11
"775","iştirak",1,7,"Turkish",0.000561167227833895,6,11
"776","faydalanmak",1,11,"Turkish",0.000561167227833895,10,11
"777","yaratt",1,6,"Turkish",0.000561167227833895,5,11
"778","ığı",1,3,"Turkish",0.000561167227833895,5,11
"779","bilim",1,5,"Turkish",0.000561167227833895,9,11
"780","edebiyat",1,8,"Turkish",0.000561167227833895,7,11
"781","sanat",1,5,"Turkish",0.000561167227833895,4,11
"782","eserlerinden",1,12,"Turkish",0.000561167227833895,5,11
"783","mütevellit",1,10,"Turkish",0.000561167227833895,4,11
"784","manevi",1,6,"Turkish",0.000561167227833895,2,11
"785","maddi",1,5,"Turkish",0.000561167227833895,7,11
"786","menfaatlerin",1,12,"Turkish",0.000561167227833895,4,11
"787","derpi",1,5,"Turkish",0.000561167227833895,6,11
"788","edilen",1,6,"Turkish",0.000561167227833895,3,11
"789","tatbikini",1,9,"Turkish",0.000561167227833895,1,11
"790","sağlayacak",1,10,"Turkish",0.000561167227833895,4,11
"791","nizama",1,6,"Turkish",0.000561167227833895,10,11
"792","şmesi",1,5,"Turkish",0.000561167227833895,6,11
"793","topluluk",1,8,"Turkish",0.000561167227833895,7,11
"794","mümkündür",1,9,"Turkish",0.000561167227833895,10,11
"795","ğa",1,2,"Turkish",0.000561167227833895,3,12
"796","görevleri",1,9,"Turkish",0.000561167227833895,5,12
"797","vardı",1,5,"Turkish",0.000561167227833895,6,12
"798","ılmas",1,5,"Turkish",0.000561167227833895,7,12
"799","sadece",1,6,"Turkish",0.000561167227833895,9,12
"800","gere",1,4,"Turkish",0.000561167227833895,9,12
"801","ğince",1,5,"Turkish",0.000561167227833895,7,12
"802","gösterilmesi",1,12,"Turkish",0.000561167227833895,7,12
"803","demokratik",1,10,"Turkish",0.000561167227833895,6,12
"804","cemiyette",1,9,"Turkish",0.000561167227833895,3,12
"805","ahl",1,3,"Turkish",0.000561167227833895,8,12
"806","âkın",1,4,"Turkish",0.000561167227833895,2,12
"807","düzeninin",1,9,"Turkish",0.000561167227833895,10,12
"808","haklı",1,5,"Turkish",0.000561167227833895,6,12
"809","icaplar",1,7,"Turkish",0.000561167227833895,2,12
"810","getirmek",1,8,"Turkish",0.000561167227833895,6,12
"811","maksadı",1,7,"Turkish",0.000561167227833895,6,12
"812","kanunla",1,7,"Turkish",0.000561167227833895,5,12
"813","belirlenmi",1,10,"Turkish",0.000561167227833895,2,12
"814","sınırlamalara",1,13,"Turkish",0.000561167227833895,4,12
"815","tutulabilir",1,11,"Turkish",0.000561167227833895,9,13
"816","ürriyetler",1,10,"Turkish",0.000561167227833895,9,13
"817","çhile",1,5,"Turkish",0.000561167227833895,5,13
"818","prensiplerine",1,13,"Turkish",0.000561167227833895,11,13
"819","ılamaz",1,6,"Turkish",0.000561167227833895,5,13
"820","i̇şbu",1,5,"Turkish",0.000561167227833895,9,13
"821","beyannamenin",1,12,"Turkish",0.000561167227833895,9,13
"822","ükmü",1,4,"Turkish",0.000561167227833895,8,13
"823","devlete",1,7,"Turkish",0.000561167227833895,7,13
"824","z",1,1,"Turkish",0.000561167227833895,10,14
"825","ümreye",1,6,"Turkish",0.000561167227833895,5,14
"826","ferde",1,5,"Turkish",0.000561167227833895,4,14
"827","ürriyetleri",1,11,"Turkish",0.000561167227833895,7,14
"828","yoketmeye",1,9,"Turkish",0.000561167227833895,8,14
"829","önelik",1,6,"Turkish",0.000561167227833895,11,14
"830","faaliyete",1,9,"Turkish",0.000561167227833895,5,14
"831","girişme",1,7,"Turkish",0.000561167227833895,4,15
"832","eylemde",1,7,"Turkish",0.000561167227833895,9,15
"833","bulunma",1,7,"Turkish",0.000561167227833895,13,15
"834","verir",1,5,"Turkish",0.000561167227833895,8,15
"835","yorumlanamaz",1,12,"Turkish",0.000561167227833895,6,17
